Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13
Arica y Parinacota,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,2091.0,2734.0,2802.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2806.0,2821.0,2832.0,2844.0,2852.0,2853.0,2853.0,2855.0,2916.0,4169.0,7003.0,9231.0,9490.0,9517.0,11812.0,14329.0,17159.0,19905.0,22743.0,22837.0,22837.0,25779.0,28620.0,31309.0,33807.0,35949.0,35994.0,35994.0,38106.0,40210.0,41422.0,42228.0,42995.0,43001.0,43001.0,43883.0,44918.0,45746.0,46621.0,46628.0,46632.0,46633.0,48192.0,49480.0,50713.0,52243.0,53333.0,53386.0,53386.0,54162.0,55895.0,57598.0,59430.0,60343.0,60395.0,60397.0,61045.0,62985.0,64491.0,65211.0,66672.0,66694.0,66697.0,68289.0,69937.0,71257.0,72324.0,72710.0,72710.0,72711.0,73622.0,74722.0,75590.0,75775.0,75990.0,75998.0,75998.0,77167.0,78376.0,79235.0,79752.0,80348.0,80364.0,80367.0,81283.0,82252.0,83014.0,83755.0,83796.0,83949.0,83950.0,84796.0,85606.0,86249.0,86969.0,87530.0,87571.0,87574.0,88318.0,89521.0,90040.0,90842.0,91563.0,91658.0,91661.0,91857.0,93465.0,94813.0,96260.0,97489.0,97696.0,97696.0
Arica y Parinacota,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,936.0,1564.0,1683.0,1683.0,1683.0,1788.0,1802.0,1815.0,1817.0,1817.0,1817.0
Atacama,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,1640.0,2511.0,3600.0,3865.0,3865.0,3865.0,3865.0,3867.0,3867.0,3867.0,3867.0,3867.0,3867.0,3867.0,3869.0,9463.0,15288.0,20031.0,20486.0,20486.0,24086.0,26505.0,28736.0,30801.0,33314.0,33791.0,33791.0,35907.0,37780.0,39675.0,41619.0,42703.0,42756.0,42758.0,44675.0,47108.0,49454.0,51740.0,53272.0,53349.0,53349.0,54731.0,55915.0,56884.0,58033.0,60056.0,60355.0,60355.0,62332.0,64283.0,66131.0,68185.0,70210.0,70314.0,70314.0,72649.0,74961.0,77169.0,79321.0,81044.0,81045.0,81057.0,83522.0,86071.0,88544.0,90809.0,93226.0,93226.0,93226.0,95422.0,97481.0,99216.0,100885.0,100885.0,100885.0,100885.0,102500.0,104031.0,105804.0,107010.0,108527.0,108658.0,108658.0,109078.0,110610.0,112006.0,113133.0,114160.0,114160.0,114160.0,115272.0,116646.0,117554.0,118615.0,119524.0,119524.0,119524.0,120317.0,121440.0,122539.0,123393.0,124505.0,124505.0,124505.0,125980.0,127508.0,128825.0,130165.0,131814.0,132003.0,132003.0,133533.0,135313.0,136900.0,138256.0,139896.0,139920.0,139920.0,141662.0,143650.0,145623.0,147444.0,147444.0,147627.0,147627.0,150649.0,154175.0,157350.0,160481.0,162765.0,162767.0,162767.0,165634.0,168495.0,170803.0,172108.0,172825.0,172844.0,172844.0,174071.0,175865.0,177666.0,179169.0,180701.0,180717.0,180717.0
Atacama,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,8.0,504.0,1744.0,2662.0,3659.0,3738.0,3738.0,3738.0,3738.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3746.0,3773.0,3773.0,3773.0,3782.0,4455.0,9461.0,14661.0,19156.0,19579.0,19580.0,23063.0,25498.0,27723.0,29817.0,32263.0,32631.0,32631.0,35109.0,37911.0,40786.0,42626.0,43863.0,43887.0,43892.0,45573.0,47265.0,48638.0,50538.0,51867.0,51868.0,51868.0,52940.0,54202.0,55647.0,57146.0,57147.0,57147.0,57147.0,59804.0,61868.0,63653.0,65575.0,67154.0,67160.0,67160.0,69105.0,71717.0,73926.0,76116.0,77931.0,77937.0,77937.0,79989.0,82462.0,84742.0,86955.0,88722.0,88727.0,88727.0,90060.0,92278.0,94521.0,96327.0,97117.0,97117.0,97117.0,98354.0,99810.0,101558.0,102702.0,103683.0,103747.0,103747.0,104610.0,106266.0,107579.0,108628.0,109338.0,109338.0,109338.0,110495.0,111932.0,113059.0,114300.0,114301.0,114323.0,114323.0,115429.0,116816.0,117915.0,118674.0,119309.0,119313.0,119315.0,120960.0,122564.0,123871.0,124986.0,125684.0,125698.0,125701.0,127225.0,129324.0,131143.0,132408.0,133449.0,133465.0,133468.0
Atacama,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,567.0,856.0,856.0,856.0,1241.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497.0,6201.0,8199.0,8707.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,12772.0,17625.0,22450.0,22458.0,22458.0,30306.0,39188.0,49267.0,58821.0,67660.0,68141.0,68141.0,79334.0,88175.0,96225.0,103142.0,109622.0,109666.0,109671.0,115882.0,121140.0,125796.0,130612.0,134574.0,134710.0,134710.0,142167.0,150180.0,157754.0,164118.0,169678.0,169730.0,169730.0,175727.0,181978.0,187678.0,194191.0,199873.0,200080.0,200080.0,206463.0,213130.0,218901.0,224519.0,229787.0,229889.0,229889.0,235727.0,241519.0,247617.0,253928.0,260644.0,261077.0,261077.0,266917.0,272441.0,277479.0,283069.0,283078.0,283078.0,283080.0,286991.0,291585.0,295930.0,299786.0,303310.0,303399.0,303399.0,307174.0,310619.0,313963.0,316837.0,319768.0,319849.0,319849.0,322453.0,324576.0,326513.0,329219.0,331408.0,331504.0,331505.0,333835.0,336124.0,338462.0,340640.0,342581.0,342596.0,342596.0,346188.0,349909.0,353673.0,357205.0,360755.0,360921.0,360921.0,365462.0,370280.0,374789.0,379104.0,383297.0,383322.0,383322.0,388179.0,394100.0,399261.0,404838.0,404854.0,405069.0,405074.0,412190.0,421315.0,429289.0,436758.0,442925.0,443225.0,443225.0,449676.0,455194.0,458709.0,461924.0,465471.0,465874.0,465874.0,470183.0,474087.0,478436.0,483002.0,486645.0,487011.0,487072.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,6442.0,8058.0,8561.0,8573.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8608.0,8612.0,8625.0,8654.0,8657.0,8657.0,8657.0,8661.0,8725.0,12404.0,16997.0,21514.0,21533.0,21534.0,28971.0,37538.0,47577.0,56842.0,65418.0,65775.0,65777.0,77833.0,88026.0,97618.0,106643.0,114059.0,114107.0,114110.0,121336.0,125551.0,128678.0,131147.0,133561.0,133639.0,133640.0,139272.0,146330.0,153447.0,160013.0,160115.0,160117.0,160120.0,169825.0,176629.0,182465.0,189297.0,194596.0,194768.0,194769.0,201119.0,207371.0,212977.0,218338.0,223458.0,223553.0,223556.0,229697.0,235127.0,240877.0,246608.0,252435.0,252699.0,252701.0,258158.0,262839.0,268634.0,273997.0,275557.0,275559.0,275564.0,279114.0,283179.0,287580.0,291273.0,294698.0,294745.0,294748.0,298364.0,301906.0,305255.0,308148.0,310774.0,310802.0,310804.0,313418.0,315954.0,318098.0,320987.0,320993.0,321047.0,321050.0,324389.0,327115.0,329919.0,332238.0,333964.0,334027.0,334028.0,337125.0,340997.0,344387.0,347235.0,350207.0,350396.0,350400.0,354618.0,358644.0,362343.0,366197.0,369826.0,369955.0,369966.0
Coquimbo,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2336.0,5592.0,7527.0,8404.0,8440.0,8440.0,8851.0,9112.0,9158.0,9199.0,9200.0,9200.0,9200.0
Araucanía,Primera,0.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,946.0,13334.0,22445.0,30498.0,31627.0,31629.0,42802.0,57198.0,72072.0,86303.0,100182.0,102257.0,102258.0,118661.0,132758.0,143379.0,152448.0,160744.0,161126.0,161126.0,168604.0,175418.0,181185.0,186048.0,191167.0,191780.0,191781.0,199301.0,209490.0,217963.0,225485.0,232525.0,232936.0,232936.0,240893.0,248723.0,256728.0,266723.0,275905.0,276604.0,276604.0,285612.0,294977.0,303315.0,311100.0,318682.0,319106.0,319106.0,326190.0,333166.0,340447.0,347504.0,354622.0,354911.0,354911.0,362000.0,368054.0,373444.0,379414.0,379431.0,379449.0,379449.0,383241.0,387840.0,392504.0,396215.0,399789.0,399952.0,399952.0,403291.0,407464.0,411160.0,414129.0,416941.0,417063.0,417063.0,419690.0,422467.0,424559.0,427577.0,430039.0,430453.0,430474.0,432927.0,435415.0,437958.0,439879.0,442520.0,442544.0,442544.0,446433.0,450752.0,454834.0,458812.0,462900.0,463450.0,463450.0,468557.0,474126.0,479483.0,484185.0,489254.0,489284.0,489292.0,494285.0,499849.0,505246.0,511358.0,512407.0,513786.0,513790.0,522408.0,531973.0,541360.0,549185.0,555772.0,556075.0,556075.0,563550.0,572059.0,579127.0,582639.0,584776.0,585264.0,585264.0,588645.0,591770.0,595868.0,600460.0,604059.0,604333.0,604333.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12147.0,20929.0,28659.0,29858.0,29862.0,40697.0,54198.0,68606.0,82414.0,96207.0,98127.0,98135.0,114883.0,130203.0,142021.0,152111.0,161656.0,161953.0,161954.0,169535.0,175287.0,180309.0,184138.0,187730.0,187807.0,187807.0,194640.0,203866.0,211830.0,219981.0,220345.0,220361.0,220361.0,232699.0,240944.0,248950.0,258613.0,267132.0,267455.0,267458.0,276591.0,285770.0,294069.0,301650.0,309215.0,309523.0,309525.0,316909.0,323885.0,330791.0,337413.0,344077.0,344406.0,344410.0,351482.0,357904.0,363545.0,369019.0,370504.0,370511.0,370512.0,373899.0,378077.0,382562.0,386218.0,389733.0,389901.0,389902.0,393310.0,397185.0,400814.0,403708.0,406189.0,406195.0,406196.0,408979.0,411894.0,414223.0,417941.0,418130.0,418432.0,418446.0,422302.0,425578.0,427976.0,430459.0,432751.0,432811.0,432813.0,436064.0,439706.0,443201.0,446156.0,448860.0,449041.0,449044.0,454128.0,459568.0,464856.0,469461.0,474119.0,474261.0,474261.0
Araucanía,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,678.0,2101.0,4465.0,4530.0,4530.0,5738.0,6623.0,7691.0,8655.0,9500.0,9501.0,9501.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26912.0,30496.0,31182.0,44057.0,57033.0,70064.0,82228.0,93534.0,96678.0,96802.0,110903.0,121601.0,129299.0,136009.0,142343.0,142729.0,142736.0,148344.0,153595.0,158656.0,163611.0,169236.0,169574.0,169574.0,175624.0,182284.0,188747.0,194474.0,199719.0,200499.0,200610.0,206568.0,213025.0,219140.0,226209.0,232918.0,234397.0,234412.0,241539.0,249689.0,256488.0,263141.0,268393.0,269320.0,269328.0,275125.0,281941.0,289442.0,296848.0,303605.0,304151.0,304151.0,309930.0,315870.0,322115.0,328613.0,328618.0,328626.0,328626.0,332563.0,337217.0,341650.0,344689.0,347550.0,347691.0,347691.0,350699.0,354597.0,358605.0,362000.0,364585.0,364765.0,364765.0,365343.0,365989.0,366546.0,367796.0,369418.0,369592.0,369593.0,372341.0,375289.0,377173.0,378856.0,380110.0,380110.0,380110.0,383512.0,387186.0,390479.0,393778.0,396922.0,397257.0,397258.0,401106.0,405527.0,410068.0,414413.0,418732.0,418805.0,418805.0,423906.0,429475.0,434594.0,439405.0,439405.0,439520.0,439520.0,447416.0,456200.0,465188.0,473644.0,481158.0,481367.0,481368.0,488863.0,496257.0,502454.0,505813.0,509687.0,510225.0,510225.0,514790.0,519914.0,525055.0,530227.0,533897.0,534539.0,534539.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9657.0,17674.0,25555.0,28446.0,28763.0,40950.0,53230.0,65752.0,77894.0,88783.0,91747.0,91812.0,106068.0,119086.0,128742.0,137429.0,144147.0,144542.0,144553.0,152023.0,157636.0,161635.0,164632.0,167168.0,167206.0,167206.0,171783.0,177343.0,183729.0,190218.0,190230.0,190235.0,190236.0,199077.0,205437.0,211560.0,217022.0,222978.0,223248.0,223249.0,231729.0,240187.0,247355.0,253919.0,258776.0,258972.0,258974.0,265319.0,272325.0,279898.0,286391.0,292251.0,292482.0,292485.0,298559.0,304526.0,309695.0,315871.0,317399.0,317399.0,317400.0,321571.0,326004.0,330415.0,333847.0,336612.0,336711.0,336711.0,340003.0,344106.0,347975.0,351264.0,353717.0,353740.0,353740.0,355157.0,356448.0,357675.0,359040.0,359042.0,359052.0,359052.0,361965.0,365499.0,367624.0,369232.0,370278.0,370297.0,370299.0,373085.0,376621.0,379774.0,382515.0,384265.0,384496.0,384496.0,388472.0,392789.0,396908.0,400757.0,403574.0,403691.0,403692.0
Los Lagos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1026.0,1674.0,2419.0,2503.0,2503.0,3061.0,3649.0,4133.0,4577.0,4920.0,4933.0,4933.0
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5511.0,10191.0,14574.0,15140.0,15657.0,21112.0,28011.0,35137.0,42229.0,47631.0,48439.0,48882.0,54479.0,58338.0,61676.0,64667.0,67462.0,67535.0,67589.0,70583.0,73043.0,75179.0,77100.0,78656.0,78675.0,78676.0,80676.0,84520.0,88714.0,92178.0,95028.0,95184.0,95219.0,98699.0,102456.0,105742.0,109959.0,113063.0,113214.0,113345.0,116957.0,120836.0,123949.0,126408.0,129069.0,129202.0,129403.0,132630.0,135702.0,138910.0,142810.0,146830.0,146990.0,146994.0,150202.0,152650.0,155023.0,157576.0,157702.0,157828.0,157896.0,159403.0,161073.0,162595.0,164363.0,166348.0,166509.0,166558.0,167991.0,169582.0,171495.0,173159.0,174827.0,175185.0,175186.0,176014.0,177044.0,177840.0,178776.0,179351.0,179427.0,179434.0,179999.0,180449.0,180825.0,181336.0,182296.0,182438.0,182447.0,183515.0,184709.0,185994.0,187448.0,189117.0,189382.0,189382.0,190893.0,192575.0,194285.0,195810.0,197384.0,197435.0,197435.0,199101.0,201370.0,203877.0,206459.0,206984.0,207642.0,207682.0,210984.0,215143.0,218780.0,222154.0,225084.0,225124.0,225126.0,227669.0,230983.0,233245.0,234536.0,235557.0,235694.0,235724.0,237144.0,238780.0,240721.0,242688.0,244145.0,244192.0,244192.0
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4868.0,9320.0,13714.0,14222.0,14603.0,19765.0,26511.0,33455.0,40410.0,45622.0,46423.0,46895.0,52774.0,57826.0,62047.0,65698.0,68838.0,68981.0,69035.0,72206.0,74195.0,75549.0,76824.0,77813.0,77848.0,77850.0,79221.0,82476.0,86213.0,90361.0,90631.0,90739.0,90772.0,95365.0,99178.0,102397.0,106178.0,109557.0,109702.0,109797.0,113213.0,116783.0,119968.0,122516.0,125053.0,125266.0,125464.0,128494.0,131556.0,134640.0,137887.0,140620.0,140825.0,140829.0,144073.0,146804.0,148599.0,151766.0,152833.0,152931.0,152948.0,154230.0,155941.0,157734.0,159511.0,161050.0,161185.0,161186.0,162529.0,164326.0,166320.0,167930.0,169251.0,169276.0,169276.0,170255.0,171752.0,172827.0,174061.0,174110.0,174208.0,174211.0,175173.0,176077.0,176761.0,177421.0,178214.0,178246.0,178249.0,179128.0,180635.0,181986.0,183209.0,184251.0,184376.0,184392.0,185807.0,187977.0,189828.0,191406.0,192855.0,192899.0,192900.0
