Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497.0,6201.0,8199.0,8707.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,12772.0,17625.0,22450.0,22458.0,22458.0,30306.0,39189.0,49269.0,58823.0,67662.0,68143.0,68143.0,79335.0,88177.0,96227.0,103145.0,109626.0,109670.0,109675.0,115886.0,121144.0,125800.0,130616.0,134579.0,134715.0,134715.0,142172.0,150185.0,157758.0,164122.0,169681.0,169733.0,169733.0,175731.0,181980.0,187680.0,194193.0,199875.0,200081.0,200081.0,206464.0,213132.0,218903.0,224521.0,229789.0,229891.0,229891.0,235729.0,241521.0,247619.0,253930.0,260646.0,261079.0,261079.0,266919.0,272443.0,277481.0,283071.0,283080.0,283080.0,283082.0,286994.0,291588.0,295932.0,299789.0,303312.0,303401.0,303401.0,307175.0,310619.0,313963.0,316835.0,319762.0,319843.0,319843.0,322447.0,324565.0,326502.0,329200.0,331389.0,331484.0,331485.0,333813.0,336098.0,338431.0,340609.0,342550.0,342565.0,342565.0,346156.0,349877.0,353640.0,357171.0,360720.0,360883.0,360883.0,365419.0,370225.0,374727.0,379037.0,383230.0,383255.0,383255.0,388112.0,393987.0,399140.0,404696.0,404709.0,404924.0,404929.0,412045.0,421157.0,429131.0,436518.0,442664.0,442963.0,442963.0,449388.0,454775.0,458269.0,461448.0,464893.0,465281.0,465281.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,6442.0,8057.0,8560.0,8572.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8606.0,8608.0,8612.0,8625.0,8654.0,8657.0,8657.0,8657.0,8661.0,8725.0,12404.0,16996.0,21513.0,21532.0,21533.0,28970.0,37538.0,47578.0,56843.0,65418.0,65775.0,65777.0,77832.0,88025.0,97618.0,106643.0,114059.0,114107.0,114110.0,121336.0,125551.0,128678.0,131146.0,133560.0,133638.0,133639.0,139270.0,146328.0,153443.0,160008.0,160110.0,160112.0,160115.0,169817.0,176618.0,182454.0,189286.0,194585.0,194757.0,194758.0,201106.0,207358.0,212962.0,218323.0,223443.0,223538.0,223541.0,229681.0,235111.0,240861.0,246591.0,252418.0,252681.0,252683.0,258140.0,262820.0,268614.0,273977.0,275536.0,275538.0,275543.0,279093.0,283157.0,287555.0,291248.0,294670.0,294718.0,294721.0,298335.0,301876.0,305224.0,308115.0,310737.0,310765.0,310767.0,313377.0,315879.0,318023.0,320903.0,320909.0,320962.0,320965.0,324296.0,327022.0,329820.0,332110.0,333835.0,333898.0,333899.0,336993.0,340798.0,344097.0,346884.0,349774.0,349962.0,349965.0
Araucanía,Primera,0.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,946.0,13334.0,22445.0,30498.0,31627.0,31629.0,42802.0,57198.0,72072.0,86303.0,100182.0,102257.0,102258.0,118661.0,132758.0,143380.0,152449.0,160745.0,161127.0,161127.0,168605.0,175419.0,181186.0,186049.0,191168.0,191781.0,191782.0,199302.0,209491.0,217964.0,225486.0,232526.0,232937.0,232937.0,240895.0,248725.0,256730.0,266726.0,275908.0,276607.0,276607.0,285615.0,294980.0,303319.0,311104.0,318686.0,319110.0,319110.0,326194.0,333170.0,340451.0,347508.0,354626.0,354915.0,354915.0,362004.0,368058.0,373448.0,379418.0,379435.0,379453.0,379453.0,383245.0,387844.0,392508.0,396219.0,399793.0,399956.0,399956.0,403294.0,407467.0,411163.0,414133.0,416945.0,417067.0,417067.0,419694.0,422471.0,424563.0,427582.0,430044.0,430458.0,430479.0,432932.0,435420.0,437963.0,439884.0,442525.0,442549.0,442549.0,446438.0,450756.0,454838.0,458815.0,462901.0,463451.0,463451.0,468553.0,474114.0,479467.0,484164.0,489230.0,489260.0,489268.0,494260.0,499824.0,505221.0,511331.0,512380.0,513759.0,513763.0,522380.0,531945.0,541332.0,549153.0,555740.0,556043.0,556043.0,563515.0,572023.0,579091.0,582602.0,584732.0,585217.0,585217.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12147.0,20929.0,28659.0,29858.0,29862.0,40696.0,54197.0,68605.0,82413.0,96206.0,98126.0,98134.0,114882.0,130202.0,142020.0,152111.0,161656.0,161953.0,161954.0,169535.0,175287.0,180309.0,184138.0,187730.0,187807.0,187807.0,194640.0,203866.0,211830.0,219981.0,220345.0,220361.0,220361.0,232700.0,240946.0,248952.0,258616.0,267135.0,267458.0,267461.0,276593.0,285771.0,294070.0,301651.0,309216.0,309524.0,309526.0,316909.0,323884.0,330790.0,337411.0,344075.0,344404.0,344408.0,351480.0,357901.0,363542.0,369016.0,370501.0,370508.0,370509.0,373897.0,378075.0,382560.0,386216.0,389730.0,389898.0,389899.0,393306.0,397181.0,400810.0,403704.0,406185.0,406191.0,406192.0,408975.0,411890.0,414219.0,417937.0,418126.0,418428.0,418442.0,422298.0,425574.0,427972.0,430455.0,432747.0,432807.0,432809.0,436059.0,439699.0,443192.0,446147.0,448843.0,449022.0,449025.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26912.0,30496.0,31182.0,44057.0,57032.0,70063.0,82227.0,93532.0,96675.0,96799.0,110901.0,121599.0,129297.0,135998.0,142332.0,142718.0,142725.0,148333.0,153583.0,158644.0,163599.0,169224.0,169562.0,169562.0,175612.0,182272.0,188735.0,194462.0,199707.0,200487.0,200598.0,206556.0,213013.0,219128.0,226197.0,232906.0,234385.0,234400.0,241526.0,249676.0,256475.0,263137.0,268389.0,269316.0,269324.0,275121.0,281937.0,289438.0,296843.0,303600.0,304146.0,304146.0,309925.0,315865.0,322110.0,328608.0,328613.0,328621.0,328621.0,332557.0,337211.0,341643.0,344682.0,347543.0,347684.0,347684.0,350692.0,354590.0,358598.0,361993.0,364577.0,364757.0,364757.0,365333.0,365979.0,366536.0,367786.0,369408.0,369582.0,369583.0,372331.0,375279.0,377163.0,378845.0,380100.0,380100.0,380100.0,383503.0,387177.0,390470.0,393765.0,396907.0,397242.0,397242.0,401084.0,405501.0,410037.0,414370.0,418686.0,418759.0,418759.0,423860.0,429429.0,434548.0,439359.0,439359.0,439474.0,439474.0,447370.0,456153.0,465139.0,473595.0,481060.0,481269.0,481270.0,488752.0,496144.0,502312.0,505668.0,509502.0,510040.0,510040.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9657.0,17674.0,25555.0,28446.0,28763.0,40949.0,53228.0,65750.0,77892.0,88780.0,91743.0,91808.0,106065.0,119081.0,128737.0,137416.0,144133.0,144528.0,144539.0,152009.0,157621.0,161619.0,164616.0,167152.0,167190.0,167190.0,171767.0,177327.0,183713.0,190201.0,190213.0,190218.0,190219.0,199059.0,205414.0,211536.0,216998.0,222954.0,223224.0,223225.0,231704.0,240162.0,247330.0,253893.0,258747.0,258943.0,258945.0,265290.0,272296.0,279868.0,286358.0,292218.0,292449.0,292452.0,298526.0,304493.0,309662.0,315837.0,317365.0,317365.0,317366.0,321536.0,325969.0,330378.0,333804.0,336569.0,336668.0,336668.0,339957.0,344060.0,347927.0,351202.0,353655.0,353678.0,353678.0,355095.0,356384.0,357604.0,358968.0,358970.0,358980.0,358980.0,361891.0,365424.0,367548.0,369156.0,370202.0,370221.0,370223.0,373009.0,376535.0,379682.0,382415.0,384092.0,384323.0,384323.0
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5510.0,10190.0,14573.0,15139.0,15656.0,21111.0,28010.0,35136.0,42229.0,47631.0,48439.0,48882.0,54479.0,58338.0,61676.0,64667.0,67462.0,67535.0,67589.0,70583.0,73044.0,75180.0,77101.0,78657.0,78676.0,78677.0,80677.0,84521.0,88715.0,92179.0,95029.0,95185.0,95220.0,98700.0,102457.0,105743.0,109960.0,113064.0,113215.0,113346.0,116957.0,120835.0,123948.0,126403.0,129063.0,129196.0,129397.0,132624.0,135696.0,138904.0,142804.0,146824.0,146984.0,146988.0,150196.0,152644.0,155017.0,157570.0,157696.0,157822.0,157890.0,159397.0,161067.0,162589.0,164357.0,166342.0,166503.0,166552.0,167985.0,169575.0,171488.0,173152.0,174820.0,175178.0,175179.0,176007.0,177037.0,177833.0,178769.0,179344.0,179420.0,179427.0,179991.0,180441.0,180817.0,181329.0,182289.0,182423.0,182432.0,183500.0,184694.0,185979.0,187429.0,189097.0,189360.0,189360.0,190867.0,192548.0,194251.0,195774.0,197343.0,197394.0,197394.0,199060.0,201331.0,203837.0,206419.0,206944.0,207602.0,207642.0,210945.0,215090.0,218726.0,222100.0,225017.0,225057.0,225059.0,227596.0,230901.0,233163.0,234442.0,235436.0,235573.0,235589.0
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4867.0,9319.0,13713.0,14221.0,14602.0,19763.0,26507.0,33451.0,40406.0,45619.0,46419.0,46891.0,52770.0,57822.0,62043.0,65693.0,68834.0,68977.0,69031.0,72202.0,74191.0,75545.0,76820.0,77809.0,77844.0,77846.0,79217.0,82472.0,86209.0,90357.0,90627.0,90735.0,90768.0,95361.0,99173.0,102392.0,106173.0,109552.0,109697.0,109792.0,113207.0,116775.0,119959.0,122506.0,125042.0,125255.0,125453.0,128483.0,131542.0,134626.0,137873.0,140605.0,140810.0,140814.0,144058.0,146789.0,148583.0,151755.0,152822.0,152920.0,152937.0,154219.0,155930.0,157723.0,159493.0,161032.0,161167.0,161168.0,162511.0,164305.0,166296.0,167906.0,169227.0,169252.0,169252.0,170229.0,171724.0,172799.0,174034.0,174083.0,174181.0,174184.0,175146.0,176044.0,176727.0,177387.0,178171.0,178203.0,178206.0,179085.0,180591.0,181942.0,183163.0,184197.0,184322.0,184332.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3606.0,6713.0,8985.0,9021.0,9021.0,12183.0,15501.0,20136.0,23654.0,26708.0,26714.0,26720.0,30330.0,32709.0,35304.0,37064.0,38784.0,38986.0,38996.0,39844.0,40564.0,41478.0,42475.0,43314.0,43402.0,43402.0,45570.0,47961.0,50154.0,51914.0,53445.0,53454.0,53458.0,54719.0,56018.0,57234.0,58908.0,60161.0,60165.0,60206.0,61664.0,63464.0,64743.0,66162.0,67550.0,67563.0,67574.0,69198.0,70586.0,72137.0,73489.0,75415.0,75426.0,75428.0,76793.0,78035.0,79295.0,80658.0,80659.0,80659.0,80659.0,81530.0,82823.0,84121.0,85130.0,85897.0,85900.0,85902.0,86873.0,87714.0,88709.0,89633.0,90457.0,90460.0,90460.0,91111.0,91846.0,92368.0,93130.0,93471.0,93474.0,93475.0,93575.0,94200.0,94806.0,95035.0,95265.0,95265.0,95265.0,95782.0,96390.0,96967.0,97418.0,97981.0,97991.0,97991.0,98699.0,99636.0,100229.0,100870.0,101654.0,101655.0,101656.0,102382.0,103264.0,104317.0,105677.0,105678.0,105678.0,105678.0,107296.0,108643.0,110064.0,111373.0,112418.0,112788.0,113226.0,114083.0,114893.0,115609.0,115692.0,115769.0,115769.0,115772.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3312.0,6247.0,8475.0,8521.0,8523.0,11648.0,14761.0,19197.0,22730.0,25757.0,25769.0,25776.0,29367.0,32060.0,35166.0,37442.0,39306.0,39318.0,39320.0,40209.0,41058.0,41500.0,42125.0,42667.0,42676.0,42676.0,44268.0,46851.0,48989.0,50839.0,50840.0,50844.0,50846.0,52788.0,54313.0,55553.0,57074.0,58274.0,58281.0,58283.0,59477.0,60989.0,62387.0,63797.0,65338.0,65352.0,65354.0,66737.0,68333.0,69861.0,70969.0,71969.0,71978.0,71978.0,72916.0,74374.0,75661.0,76701.0,77280.0,77284.0,77284.0,78223.0,79830.0,80676.0,82035.0,82901.0,82906.0,82906.0,83864.0,84877.0,85821.0,86617.0,87422.0,87423.0,87423.0,87892.0,88593.0,89359.0,90366.0,90371.0,90372.0,90372.0,90783.0,91618.0,92432.0,92909.0,93304.0,93305.0,93305.0,93677.0,94332.0,94889.0,95420.0,95967.0,95967.0,95976.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2497.0,4513.0,6929.0,7468.0,7468.0,10862.0,14864.0,19676.0,23992.0,28209.0,28380.0,28380.0,33613.0,38448.0,41929.0,44128.0,46273.0,46382.0,46382.0,47958.0,49671.0,52045.0,54193.0,55706.0,55779.0,55779.0,57681.0,59592.0,61291.0,63073.0,65069.0,65179.0,65179.0,67057.0,68783.0,70353.0,72477.0,74632.0,74834.0,74834.0,77119.0,79645.0,81995.0,84363.0,86867.0,87106.0,87106.0,89411.0,91809.0,94461.0,96674.0,99382.0,99486.0,99486.0,101936.0,104067.0,106046.0,107967.0,107995.0,108023.0,108063.0,109868.0,111985.0,114126.0,115798.0,117432.0,117580.0,117608.0,119666.0,121370.0,123181.0,124813.0,126808.0,127003.0,127060.0,129022.0,131079.0,132854.0,134289.0,135670.0,135911.0,135924.0,137360.0,138854.0,140675.0,141751.0,142855.0,142945.0,143051.0,144749.0,146158.0,147550.0,148767.0,150018.0,150695.0,150765.0,152352.0,153915.0,155524.0,156897.0,158470.0,158512.0,158516.0,160110.0,161726.0,163179.0,164681.0,164778.0,165472.0,165587.0,168690.0,171942.0,174921.0,177382.0,179883.0,180831.0,180971.0,183642.0,185907.0,187983.0,189697.0,191238.0,191910.0,191925.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4147.0,6415.0,6923.0,6923.0,10153.0,14047.0,18582.0,22663.0,26784.0,26987.0,26987.0,32044.0,37448.0,42316.0,45969.0,48657.0,48819.0,48819.0,50683.0,51767.0,52731.0,53510.0,54382.0,54435.0,54435.0,56023.0,57722.0,59364.0,61492.0,61493.0,61493.0,61495.0,64447.0,66406.0,68200.0,70153.0,71770.0,71904.0,71906.0,74325.0,76837.0,79172.0,81334.0,83606.0,83777.0,83777.0,86298.0,88779.0,91213.0,93004.0,94844.0,94980.0,94981.0,97911.0,99948.0,101988.0,103875.0,104582.0,104606.0,104635.0,106285.0,108076.0,109540.0,111495.0,113029.0,113369.0,113369.0,115322.0,116989.0,118459.0,119981.0,121691.0,121692.0,121692.0,123706.0,125724.0,127713.0,129649.0,129693.0,130001.0,130026.0,131776.0,133390.0,135005.0,136370.0,137490.0,137710.0,137746.0,139340.0,140842.0,142189.0,143353.0,144673.0,144982.0,144985.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3094.0,19414.0,37413.0,56787.0,58073.0,58111.0,85910.0,116231.0,149511.0,180767.0,208615.0,209943.0,209943.0,243741.0,273509.0,297919.0,318563.0,337090.0,337769.0,337882.0,349248.0,358388.0,366201.0,374839.0,384437.0,388080.0,388096.0,401433.0,419711.0,440235.0,459175.0,477001.0,477303.0,477303.0,493356.0,508789.0,524444.0,545899.0,563666.0,564891.0,564891.0,581311.0,599715.0,616784.0,635086.0,651545.0,652652.0,652735.0,667818.0,681955.0,697468.0,713146.0,729624.0,729994.0,730022.0,746768.0,760756.0,773503.0,787321.0,787482.0,787674.0,787715.0,795545.0,805219.0,814908.0,822593.0,830173.0,830760.0,830879.0,839736.0,846830.0,855253.0,861826.0,868901.0,869300.0,869342.0,875168.0,879982.0,883925.0,891021.0,896005.0,896356.0,896386.0,902054.0,906008.0,910887.0,914885.0,919488.0,919545.0,919566.0,927728.0,935977.0,944675.0,953267.0,961772.0,962779.0,962835.0,973189.0,984247.0,994520.0,1004294.0,1014522.0,1014668.0,1014727.0,1026663.0,1039343.0,1051112.0,1062534.0,1062655.0,1065035.0,1065119.0,1082281.0,1100307.0,1117852.0,1134119.0,1146283.0,1149147.0,1149205.0,1162434.0,1176939.0,1189073.0,1193178.0,1194775.0,1195746.0,1195746.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1457.0,2920.0,18127.0,35357.0,53930.0,55053.0,55060.0,81863.0,111384.0,143690.0,174145.0,201417.0,202432.0,202444.0,235433.0,267869.0,295117.0,320329.0,339413.0,340090.0,340166.0,354919.0,366686.0,373507.0,379124.0,383599.0,383685.0,383709.0,396118.0,411928.0,432125.0,454243.0,454820.0,455032.0,455053.0,479466.0,496023.0,511553.0,532446.0,549899.0,550702.0,550741.0,567079.0,584210.0,601211.0,619035.0,634998.0,635794.0,635885.0,651706.0,665356.0,680052.0,693926.0,708844.0,709302.0,709334.0,726315.0,739730.0,752755.0,765880.0,769362.0,769463.0,769520.0,776928.0,786007.0,795081.0,803019.0,810019.0,810439.0,810492.0,818643.0,826514.0,834659.0,840603.0,846667.0,846750.0,846787.0,852631.0,858386.0,863251.0,870551.0,870610.0,871060.0,871085.0,878789.0,885203.0,890766.0,894965.0,898479.0,898855.0,898869.0,904469.0,912235.0,920208.0,927876.0,935133.0,936062.0,936139.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,5437.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7824.0,13474.0,20180.0,26377.0,26613.0,26729.0,33942.0,41790.0,50900.0,61274.0,70108.0,70404.0,70655.0,78151.0,84513.0,90428.0,95583.0,99920.0,100119.0,100119.0,104187.0,107999.0,111287.0,114573.0,117230.0,117284.0,117342.0,120860.0,124871.0,128421.0,131294.0,133671.0,133750.0,133786.0,138422.0,143468.0,148463.0,154483.0,159615.0,159821.0,160035.0,165908.0,171679.0,176434.0,180696.0,184693.0,184919.0,185125.0,188882.0,192916.0,197001.0,201039.0,205036.0,205080.0,205139.0,208951.0,212278.0,215378.0,220009.0,220010.0,220010.0,220010.0,223042.0,226269.0,229394.0,232329.0,235257.0,235479.0,235506.0,237445.0,239005.0,240255.0,241250.0,242475.0,242554.0,242568.0,243562.0,244548.0,245278.0,246588.0,247467.0,247504.0,247505.0,248743.0,249681.0,250793.0,251633.0,252464.0,252465.0,252465.0,254351.0,256338.0,258436.0,260293.0,262208.0,262456.0,262475.0,264785.0,267264.0,269781.0,271998.0,274389.0,274518.0,274616.0,276895.0,280680.0,285829.0,291100.0,291276.0,291658.0,291822.0,296370.0,301051.0,305308.0,309714.0,313256.0,313950.0,314076.0,318382.0,322238.0,325306.0,327364.0,329151.0,329514.0,329588.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,5686.0,7652.0,7699.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7706.0,7709.0,7721.0,7730.0,7734.0,7734.0,7734.0,7739.0,7860.0,13201.0,19581.0,25420.0,25555.0,25682.0,32911.0,40483.0,49424.0,59348.0,67786.0,68149.0,68392.0,76349.0,83419.0,90085.0,96101.0,100746.0,100785.0,100794.0,105410.0,108954.0,111691.0,113989.0,115814.0,115897.0,115911.0,118981.0,122537.0,125899.0,129345.0,129347.0,129347.0,129347.0,134881.0,140054.0,144977.0,150759.0,155751.0,155833.0,155887.0,161561.0,167242.0,172004.0,176169.0,180310.0,180501.0,180586.0,184533.0,188544.0,192363.0,196357.0,200158.0,200236.0,200263.0,204312.0,207872.0,210934.0,214988.0,215903.0,215904.0,215905.0,218590.0,221591.0,224730.0,227645.0,230095.0,230233.0,230242.0,232387.0,234365.0,235866.0,237069.0,238329.0,238379.0,238391.0,239398.0,240308.0,241240.0,242960.0,242974.0,243038.0,243044.0,244615.0,245854.0,247130.0,248258.0,249125.0,249159.0,249162.0,250723.0,252424.0,254063.0,255610.0,257268.0,257441.0,257462.0
